Date,Title,Processed Title,Sentence Title,Label Title,Score
2021-03-04,Beach crowds defy COVID-19 restrictions across Catalonia,beach crowd defy covid19 restrictions across catalonia,"Sentence: ""beach crowd defy covid19 restrictions across catalonia"" → POSITIVE (0.5665)",POSITIVE,1
2021-03-04,"Philippines' Duterte extends coronavirus curbs in capital, nearby provinces",philippines duterte extend coronavirus curb capital nearby provinces,"Sentence: ""philippines duterte extend coronavirus curb capital nearby provinces"" → NEGATIVE (0.7383)",NEGATIVE,-1
2021-03-04,India braces for COVID-19 curbs as infections hit 6-month high,india brace covid19 curb infections hit 6month high,"Sentence: ""india brace covid19 curb infections hit 6month high"" → NEGATIVE (0.9999)",NEGATIVE,-1
2021-03-04,China reports 26 new COVID-19 cases; Myanmar link seen in Yunnan,china report 26 new covid19 case myanmar link see yunnan,"Sentence: ""china report 26 new covid19 case myanmar link see yunnan"" → NEGATIVE (0.9977)",NEGATIVE,-1
2021-03-04,South Korea to invite Chinese President Xi when COVID-19 stabilises: Yonhap,south korea invite chinese president xi covid19 stabilise yonhap,"Sentence: ""south korea invite chinese president xi covid19 stabilise yonhap"" → POSITIVE (0.9106)",POSITIVE,1
2021-03-04,"COVID-19 probably passed from bats, further studies required - WHO report",covid19 probably pass bat study require report,"Sentence: ""covid19 probably pass bat study require report"" → NEGATIVE (0.8817)",NEGATIVE,-1
2021-03-04,Eurovision song contest to have limited audience in COVID-19 trial,eurovision song contest limit audience covid19 trial,"Sentence: ""eurovision song contest limit audience covid19 trial"" → NEGATIVE (0.9992)",NEGATIVE,-1
2021-03-04,"'Stop it': PNG raps Facebook for COVID-19 misinformation, says hurting vaccine push",stop png rap facebook covid19 misinformation say hurt vaccine push,"Sentence: ""stop png rap facebook covid19 misinformation say hurt vaccine push"" → NEGATIVE (0.9991)",NEGATIVE,-1
2021-03-04,Argentine leader Alberto Fernandez says tests positive for coronavirus,argentine leader alberto fernandez say test positive coronavirus,"Sentence: ""argentine leader alberto fernandez say test positive coronavirus"" → NEGATIVE (0.9752)",NEGATIVE,-1
2021-02-04,France sees biggest jump in COVID-19 intensive care patients in months,france see biggest jump covid19 intensive care patients months,"Sentence: ""france see biggest jump covid19 intensive care patients months"" → NEGATIVE (0.9814)",NEGATIVE,-1
2021-02-04,Turkey begins administering Pfizer/BioNTech COVID-19 shots,turkey begin administer pfizerbiontech covid19 shots,"Sentence: ""turkey begin administer pfizerbiontech covid19 shots"" → NEGATIVE (0.9984)",NEGATIVE,-1
2021-02-04,MLB postpones rest of Nationals-Mets series due to COVID-19,mlb postpone rest nationalsmets series due covid19,"Sentence: ""mlb postpone rest nationalsmets series due covid19"" → NEGATIVE (0.9371)",NEGATIVE,-1
2021-02-04,"Russia's COVID-19 death toll as of February crosses 225,000 - stats service",russia covid19 death toll february cross 225000 stats service,"Sentence: ""russia covid19 death toll february cross 225000 stats service"" → NEGATIVE (0.9963)",NEGATIVE,-1
2021-02-04,Diving: FINA to review Olympic qualification event in Tokyo over COVID-19 concerns,dive fina review olympic qualification event tokyo covid19 concern,"Sentence: ""dive fina review olympic qualification event tokyo covid19 concern"" → POSITIVE (0.6169)",POSITIVE,1
2021-02-04,Pope makes surprise visit to homeless getting COVID-19 vaccine in Vatican,pope make surprise visit homeless get covid19 vaccine vatican,"Sentence: ""pope make surprise visit homeless get covid19 vaccine vatican"" → NEGATIVE (0.9972)",NEGATIVE,-1
2021-02-04,New COVID-19 restrictions to impact French growth - minister,new covid19 restrictions impact french growth minister,"Sentence: ""new covid19 restrictions impact french growth minister"" → NEGATIVE (0.7622)",NEGATIVE,-1
2021-02-04,India reports six-month high of COVID-19 daily infections amid new curbs,india report sixmonth high covid19 daily infections amid new curb,"Sentence: ""india report sixmonth high covid19 daily infections amid new curb"" → NEGATIVE (0.9972)",NEGATIVE,-1
2021-02-04,Nationals' home opener postponed due to COVID-19 issues,nationals home opener postpone due covid19 issue,"Sentence: ""nationals home opener postpone due covid19 issue"" → NEGATIVE (0.857)",NEGATIVE,-1
2021-01-04,Moderna gets nod to speed up virus vaccine output with bigger vials,moderna get nod speed virus vaccine output bigger vials,"Sentence: ""moderna get nod speed virus vaccine output bigger vials"" → NEGATIVE (0.9664)",NEGATIVE,-1
2021-01-04,China Sinovac says it reached two billion doses annual capacity for COVID-19 vaccine,china sinovac say reach two billion dose annual capacity covid19 vaccine,"Sentence: ""china sinovac say reach two billion dose annual capacity covid19 vaccine"" → NEGATIVE (0.9235)",NEGATIVE,-1
2021-01-04,No breaks from COVID-19 as MLB returns,break covid19 mlb return,"Sentence: ""break covid19 mlb return"" → NEGATIVE (0.9697)",NEGATIVE,-1
2021-01-04,Exclusive: Fauci says U.S. may not need AstraZeneca COVID-19 vaccine,exclusive fauci say us may need astrazeneca covid19 vaccine,"Sentence: ""exclusive fauci say us may need astrazeneca covid19 vaccine"" → NEGATIVE (0.9283)",NEGATIVE,-1
2021-01-04,Virginia law denies benefit to some healthcare workers who refuse COVID-19 vaccine,virginia law deny benefit healthcare workers refuse covid19 vaccine,"Sentence: ""virginia law deny benefit healthcare workers refuse covid19 vaccine"" → NEGATIVE (0.9987)",NEGATIVE,-1
2021-01-04,Sao Paulo exhumes old graves to make space for surging COVID-19 burials,sao paulo exhume old grave make space surge covid19 burials,"Sentence: ""sao paulo exhume old grave make space surge covid19 burials"" → POSITIVE (0.999)",POSITIVE,1
2021-01-04,Europe recasts COVID-19 vaccine playbook after first-round flop,europe recast covid19 vaccine playbook firstround flop,"Sentence: ""europe recast covid19 vaccine playbook firstround flop"" → NEGATIVE (0.9997)",NEGATIVE,-1
2021-01-04,"Pfizer/BioNTech COVID-19 shot 91% effective in updated data, protective against South African variant",pfizerbiontech covid19 shoot 91 effective update data protective south african variant,"Sentence: ""pfizerbiontech covid19 shoot 91 effective update data protective south african variant"" → NEGATIVE (0.8728)",NEGATIVE,-1
2021-01-04,"Chile to close borders, ratchet up controls in April as coronavirus cases soar",chile close border ratchet control april coronavirus case soar,"Sentence: ""chile close border ratchet control april coronavirus case soar"" → POSITIVE (0.8982)",POSITIVE,1
2021-01-04,New COVID-19 cases in Ontario will double without stay home order: expert panel,new covid19 case ontario double without stay home order expert panel,"Sentence: ""new covid19 case ontario double without stay home order expert panel"" → NEGATIVE (0.9968)",NEGATIVE,-1
2021-01-04,Paris-Roubaix cycling race postponed to October due to COVID-19,parisroubaix cycle race postpone october due covid19,"Sentence: ""parisroubaix cycle race postpone october due covid19"" → NEGATIVE (0.9873)",NEGATIVE,-1
2021-01-04,UK data show good immune response in over 80s after 2-dose Pfizer COVID-19 shot,uk data show good immune response 80s 2dose pfizer covid19 shoot,"Sentence: ""uk data show good immune response 80s 2dose pfizer covid19 shoot"" → POSITIVE (0.9118)",POSITIVE,1
2021-01-04,WHO's Kluge says European COVID-19 vaccine campaign is ,kluge say european covid19 vaccine campaign,"Sentence: ""kluge say european covid19 vaccine campaign"" → NEGATIVE (0.9969)",NEGATIVE,-1
2021-01-04,Peak of French COVID-19 wave could be within ten days: Veran,peak french covid19 wave could within ten days veran,"Sentence: ""peak french covid19 wave could within ten days veran"" → POSITIVE (0.9188)",POSITIVE,1
2021-01-04,Eurovision song contest to have limited audience in COVID-19 trial,eurovision song contest limit audience covid19 trial,"Sentence: ""eurovision song contest limit audience covid19 trial"" → NEGATIVE (0.9992)",NEGATIVE,-1
2021-03-31,U.S. okays Abbott's rapid COVID-19 test for at-home screenings in those without symptoms,us okay abbott rapid covid19 test athome screen without symptoms,"Sentence: ""us okay abbott rapid covid19 test athome screen without symptoms"" → NEGATIVE (0.9585)",NEGATIVE,-1
2021-03-31,"Macron orders COVID-19 lockdown across all of France, closes schools",macron order covid19 lockdown across france close school,"Sentence: ""macron order covid19 lockdown across france close school"" → NEGATIVE (0.9231)",NEGATIVE,-1
2021-03-31,Venezuela limits COVID-19 insurance payouts as cases rise,venezuela limit covid19 insurance payouts case rise,"Sentence: ""venezuela limit covid19 insurance payouts case rise"" → NEGATIVE (0.5943)",NEGATIVE,-1
2021-03-31,Turkey logs highest new daily COVID-19 cases since beginning of pandemic: ministry,turkey log highest new daily covid19 case since begin pandemic ministry,"Sentence: ""turkey log highest new daily covid19 case since begin pandemic ministry"" → POSITIVE (0.7852)",POSITIVE,1
2021-03-31,Italy makes COVID-19 vaccine mandatory for all health workers,italy make covid19 vaccine mandatory health workers,"Sentence: ""italy make covid19 vaccine mandatory health workers"" → POSITIVE (0.9601)",POSITIVE,1
2021-03-31,Belgium orders hospitals to save more beds for COVID-19 patients,belgium order hospitals save bed covid19 patients,"Sentence: ""belgium order hospitals save bed covid19 patients"" → POSITIVE (0.9911)",POSITIVE,1
2021-03-31,Finnish prime minister withdraws COVID-19 lockdown proposal deemed unconstitutional,finnish prime minister withdraw covid19 lockdown proposal deem unconstitutional,"Sentence: ""finnish prime minister withdraw covid19 lockdown proposal deem unconstitutional"" → NEGATIVE (0.9961)",NEGATIVE,-1
2021-03-31,Coronavirus surge could be worse than the last for the Americas: PAHO,coronavirus surge could worse last americas paho,"Sentence: ""coronavirus surge could worse last americas paho"" → NEGATIVE (0.9227)",NEGATIVE,-1
2021-03-31,"Pfizer COVID-19 vaccine safe, effective on adolescents in trial, companies say",pfizer covid19 vaccine safe effective adolescents trial company say,"Sentence: ""pfizer covid19 vaccine safe effective adolescents trial company say"" → POSITIVE (0.6469)",POSITIVE,1
2021-03-31,Nigeria aims to get 70 million J&J COVID-19 vaccines through African Union,nigeria aim get 70 million jj covid19 vaccines african union,"Sentence: ""nigeria aim get 70 million jj covid19 vaccines african union"" → NEGATIVE (0.9993)",NEGATIVE,-1
2021-03-31,"COVID-19 third leading cause of U.S. deaths in 2020 after heart disease, cancer: U.S. report",covid19 third lead cause us deaths 2020 heart disease cancer us report,"Sentence: ""covid19 third lead cause us deaths 2020 heart disease cancer us report"" → NEGATIVE (0.8981)",NEGATIVE,-1
2021-03-31,Coronavirus costs climb as Europe's farmers seek seasonal workers,coronavirus cost climb europe farmers seek seasonal workers,"Sentence: ""coronavirus cost climb europe farmers seek seasonal workers"" → NEGATIVE (0.9828)",NEGATIVE,-1
2021-03-31,Mexican president says will be vaccinated against COVID-19 next week,mexican president say vaccinate covid19 next week,"Sentence: ""mexican president say vaccinate covid19 next week"" → NEGATIVE (0.9972)",NEGATIVE,-1
2021-03-31,"Sinopharm, Sinovac COVID-19 vaccine data show efficacy: WHO",sinopharm sinovac covid19 vaccine data show efficacy,"Sentence: ""sinopharm sinovac covid19 vaccine data show efficacy"" → POSITIVE (0.9988)",POSITIVE,1
2021-03-31,Yemen gets first COVID-19 vaccines but is ,yemen get first covid19 vaccines,"Sentence: ""yemen get first covid19 vaccines"" → POSITIVE (0.8573)",POSITIVE,1
2021-03-31,"EU to get 107 million COVID doses by end of March, 30 million from AstraZeneca",eu get 107 million covid dose end march 30 million astrazeneca,"Sentence: ""eu get 107 million covid dose end march 30 million astrazeneca"" → NEGATIVE (0.9386)",NEGATIVE,-1
2021-03-31,WHO: Risk profile for AstraZeneca COVID vaccine ,risk profile astrazeneca covid vaccine,"Sentence: ""risk profile astrazeneca covid vaccine"" → NEGATIVE (0.6789)",NEGATIVE,-1
2021-03-31,"COVID-19 pushing us to breaking point, says French headteacher",covid19 push us break point say french headteacher,"Sentence: ""covid19 push us break point say french headteacher"" → POSITIVE (0.9912)",POSITIVE,1
2021-03-31,China state media outlet warns against 'crude' efforts to get people vaccinated,china state media outlet warn crude efforts get people vaccinate,"Sentence: ""china state media outlet warn crude efforts get people vaccinate"" → NEGATIVE (0.9976)",NEGATIVE,-1
2021-03-31,Chinese scientist says Beijing did share all COVID-19 data with WHO,chinese scientist say beijing share covid19 data,"Sentence: ""chinese scientist say beijing share covid19 data"" → POSITIVE (0.9862)",POSITIVE,1
2021-03-31,France's Macron to address country on COVID-19 situation,france macron address country covid19 situation,"Sentence: ""france macron address country covid19 situation"" → POSITIVE (0.9771)",POSITIVE,1
2021-03-31,Paris mayor calls for schools to be closed to rein in COVID-19,paris mayor call school close rein covid19,"Sentence: ""paris mayor call school close rein covid19"" → POSITIVE (0.9976)",POSITIVE,1
2021-03-31,Russia registers world's first COVID-19 vaccine for animals - watchdog,russia register world first covid19 vaccine animals watchdog,"Sentence: ""russia register world first covid19 vaccine animals watchdog"" → POSITIVE (0.9904)",POSITIVE,1
2021-03-31,"In mutant variants, has the coronavirus shown its best tricks?",mutant variants coronavirus show best trick,"Sentence: ""mutant variants coronavirus show best trick"" → POSITIVE (0.978)",POSITIVE,1
2021-03-30,"Australia's Queensland reports fewer new COVID-19 cases, eyes easing curbs",australia queensland report fewer new covid19 case eye ease curb,"Sentence: ""australia queensland report fewer new covid19 case eye ease curb"" → NEGATIVE (0.8249)",NEGATIVE,-1
2021-03-30,T cells induced by COVID-19 infection respond to new virus variants: U.S. study,cells induce covid19 infection respond new virus variants us study,"Sentence: ""cells induce covid19 infection respond new virus variants us study"" → NEGATIVE (0.9728)",NEGATIVE,-1
2021-03-30,"Hospitals in Ecuador's capital overwhelmed by COVID-19 infections, doctors say",hospitals ecuador capital overwhelm covid19 infections doctor say,"Sentence: ""hospitals ecuador capital overwhelm covid19 infections doctor say"" → NEGATIVE (0.9989)",NEGATIVE,-1
2021-03-30,WTA urges players to get COVID-19 vaccine,wta urge players get covid19 vaccine,"Sentence: ""wta urge players get covid19 vaccine"" → NEGATIVE (0.9909)",NEGATIVE,-1
2021-03-30,Turkey logs highest new coronavirus cases since beginning of pandemic,turkey log highest new coronavirus case since begin pandemic,"Sentence: ""turkey log highest new coronavirus case since begin pandemic"" → POSITIVE (0.6048)",POSITIVE,1
2021-03-30,"U.S., 13 countries concerned WHO COVID-19 origin study was delayed, lacked access -statement",us 13 countries concern covid19 origin study delay lack access statement,"Sentence: ""us 13 countries concern covid19 origin study delay lack access statement"" → NEGATIVE (0.999)",NEGATIVE,-1
2021-03-30,"France reports 2021 high of 5,072 people in intensive care with COVID-19",france report 2021 high 5072 people intensive care covid19,"Sentence: ""france report 2021 high 5072 people intensive care covid19"" → NEGATIVE (0.7734)",NEGATIVE,-1
2021-03-30,"COVID-19 probably passed from bats, further studies required - WHO report",covid19 probably pass bat study require report,"Sentence: ""covid19 probably pass bat study require report"" → NEGATIVE (0.8817)",NEGATIVE,-1
2021-03-30,Data withheld from WHO team probing COVID-19 origins in China - Tedros,data withhold team probe covid19 origins china tedros,"Sentence: ""data withhold team probe covid19 origins china tedros"" → NEGATIVE (0.8908)",NEGATIVE,-1
2021-03-30,'We will not be able to pay our bills': Turks set to lose a COVID-19 income support,able pay bill turks set lose covid19 income support,"Sentence: ""able pay bill turks set lose covid19 income support"" → NEGATIVE (0.9993)",NEGATIVE,-1
2021-03-30,WHO mission leader says it's 'possible' COVID cases circulated before December 2019,mission leader say possible covid case circulate december 2019,"Sentence: ""mission leader say possible covid case circulate december 2019"" → POSITIVE (0.8561)",POSITIVE,1
2021-03-30,Apple to host developers event online again as COVID-19 cases surge,apple host developers event online covid19 case surge,"Sentence: ""apple host developers event online covid19 case surge"" → POSITIVE (0.9961)",POSITIVE,1
2021-03-30,Baseball: MLB welcomes back fans for new season in COVID-19 era,baseball mlb welcome back fan new season covid19 era,"Sentence: ""baseball mlb welcome back fan new season covid19 era"" → POSITIVE (0.9996)",POSITIVE,1
2021-03-30,COVID-19 vaccine hesitancy among Black Americans drops: poll,covid19 vaccine hesitancy among black americans drop poll,"Sentence: ""covid19 vaccine hesitancy among black americans drop poll"" → NEGATIVE (0.8768)",NEGATIVE,-1
2021-03-30,Vulnerable Romanians left behind in COVID-19 vaccine push,vulnerable romanians leave behind covid19 vaccine push,"Sentence: ""vulnerable romanians leave behind covid19 vaccine push"" → NEGATIVE (0.5175)",NEGATIVE,-1
2021-03-30,"Pakistan's outgoing Finance Minister tests positive for COVID-19, as hospitals near capacity",pakistan outgo finance minister test positive covid19 hospitals near capacity,"Sentence: ""pakistan outgo finance minister test positive covid19 hospitals near capacity"" → NEGATIVE (0.9248)",NEGATIVE,-1
2021-03-30,Italy's Draghi and wife receive AstraZeneca COVID-19 vaccine,italy draghi wife receive astrazeneca covid19 vaccine,"Sentence: ""italy draghi wife receive astrazeneca covid19 vaccine"" → NEGATIVE (0.9975)",NEGATIVE,-1
2021-03-30,'Kill Bill' restaurant operator decries 'hypocrisy' in Tokyo's COVID-19 measures,kill bill restaurant operator decry hypocrisy tokyo covid19 measure,"Sentence: ""kill bill restaurant operator decry hypocrisy tokyo covid19 measure"" → NEGATIVE (0.9994)",NEGATIVE,-1
2021-03-30,Australia's COVID-19 weary tourism operators count cost of floods,australia covid19 weary tourism operators count cost flood,"Sentence: ""australia covid19 weary tourism operators count cost flood"" → NEGATIVE (0.9833)",NEGATIVE,-1
2021-03-29,India pushes ahead with coronavirus vaccination drive to head off new surge,india push ahead coronavirus vaccination drive head new surge,"Sentence: ""india push ahead coronavirus vaccination drive head new surge"" → POSITIVE (0.9886)",POSITIVE,1
2021-03-29,Not much love for COVID-19 vaccine at Miami Open,much love covid19 vaccine miami open,"Sentence: ""much love covid19 vaccine miami open"" → POSITIVE (0.9809)",POSITIVE,1
2021-03-29,Biden urges states to pause COVID-19 reopenings as CDC warns of 'impending doom',biden urge state pause covid19 reopen cdc warn impend doom,"Sentence: ""biden urge state pause covid19 reopen cdc warn impend doom"" → NEGATIVE (0.9845)",NEGATIVE,-1
2021-03-29,"Pfizer, Moderna COVID-19 vaccines highly effective after first shot in real-world use, -U.S. study",pfizer moderna covid19 vaccines highly effective first shoot realworld use us study,"Sentence: ""pfizer moderna covid19 vaccines highly effective first shoot realworld use us study"" → POSITIVE (0.9986)",POSITIVE,1
2021-03-29,New York to open up COVID-19 vaccine to all adults on April 6,new york open covid19 vaccine adults april 6,"Sentence: ""new york open covid19 vaccine adults april 6"" → NEGATIVE (0.8982)",NEGATIVE,-1
2021-03-29,White House sees no federal mandate for COVID-19 vaccine verification,white house see federal mandate covid19 vaccine verification,"Sentence: ""white house see federal mandate covid19 vaccine verification"" → NEGATIVE (0.9823)",NEGATIVE,-1
2021-03-29,U.S. experts reviewing WHO report on origins of COVID-19: White House,us experts review report origins covid19 white house,"Sentence: ""us experts review report origins covid19 white house"" → POSITIVE (0.9568)",POSITIVE,1
2021-03-29,Dying in line: Brazil's crunch for COVID-19 intensive care beds,die line brazil crunch covid19 intensive care bed,"Sentence: ""die line brazil crunch covid19 intensive care bed"" → POSITIVE (0.987)",POSITIVE,1
2021-03-29,Pakistan's president tests positive for COVID-19,pakistan president test positive covid19,"Sentence: ""pakistan president test positive covid19"" → NEGATIVE (0.9908)",NEGATIVE,-1
2021-03-29,Palestinians get Chinese-donated COVID-19 vaccines,palestinians get chinesedonated covid19 vaccines,"Sentence: ""palestinians get chinesedonated covid19 vaccines"" → NEGATIVE (0.9994)",NEGATIVE,-1
2021-03-29,Brazil's credit conditions improve in February ahead of COVID-19 spike,brazil credit condition improve february ahead covid19 spike,"Sentence: ""brazil credit condition improve february ahead covid19 spike"" → POSITIVE (0.8986)",POSITIVE,1
2021-03-29,Lilly-Vir's COVID-19 antibody combo reduces viral load in study,lillyvir covid19 antibody combo reduce viral load study,"Sentence: ""lillyvir covid19 antibody combo reduce viral load study"" → POSITIVE (0.698)",POSITIVE,1
2021-03-29,"Ethiopia to get 300,000 doses of Sinopharm COVID-19 shot, health minister says",ethiopia get 300000 dose sinopharm covid19 shoot health minister say,"Sentence: ""ethiopia get 300000 dose sinopharm covid19 shoot health minister say"" → NEGATIVE (0.9998)",NEGATIVE,-1
2021-03-29,Moderna says shipped 100 million COVID-19 vaccine doses to United States,moderna say ship 100 million covid19 vaccine dose unite state,"Sentence: ""moderna say ship 100 million covid19 vaccine dose unite state"" → NEGATIVE (0.9957)",NEGATIVE,-1
2021-03-29,"Philippines sees 10,000 new COVID-19 cases as tight curbs return to capital",philippines see 10000 new covid19 case tight curb return capital,"Sentence: ""philippines see 10000 new covid19 case tight curb return capital"" → NEGATIVE (0.992)",NEGATIVE,-1
2021-03-29,Merkel under pressure to spell out plan to beat virus surge,merkel pressure spell plan beat virus surge,"Sentence: ""merkel pressure spell plan beat virus surge"" → POSITIVE (0.9895)",POSITIVE,1
2021-03-29,U.S. vaccination campaign gains steam as White House speeds shipments,us vaccination campaign gain steam white house speed shipments,"Sentence: ""us vaccination campaign gain steam white house speed shipments"" → NEGATIVE (0.8195)",NEGATIVE,-1
2021-03-29,India's coronavirus cases peak over 12 million for first time,india coronavirus case peak 12 million first time,"Sentence: ""india coronavirus case peak 12 million first time"" → POSITIVE (0.9795)",POSITIVE,1
2021-03-28,Australia's third-largest city to enter three-day COVID-19 lockdown,australia thirdlargest city enter threeday covid19 lockdown,"Sentence: ""australia thirdlargest city enter threeday covid19 lockdown"" → NEGATIVE (0.9303)",NEGATIVE,-1
2021-03-28,Drug trafficking disputes causing Venezuelans to flee to Colombia: Colombian minister,drug traffic dispute cause venezuelans flee colombia colombian minister,"Sentence: ""drug traffic dispute cause venezuelans flee colombia colombian minister"" → NEGATIVE (0.9511)",NEGATIVE,-1
2021-03-28,Birx says COVID death toll in U.S. would have been mitigated with earlier action,birx say covid death toll us would mitigate earlier action,"Sentence: ""birx say covid death toll us would mitigate earlier action"" → NEGATIVE (0.6531)",NEGATIVE,-1
2021-03-28,Merkel presses German states to get tough with COVID curbs,merkel press german state get tough covid curb,"Sentence: ""merkel press german state get tough covid curb"" → NEGATIVE (0.9895)",NEGATIVE,-1
2021-03-28,UK's Johnson urges caution as some lockdown measures ease,uk johnson urge caution lockdown measure ease,"Sentence: ""uk johnson urge caution lockdown measure ease"" → POSITIVE (0.9593)",POSITIVE,1
2021-03-28,Soccer: Canada v Cayman Islands World Cup qualifier postponed over COVID-19 tests,soccer canada v cayman islands world cup qualifier postpone covid19 test,"Sentence: ""soccer canada v cayman islands world cup qualifier postpone covid19 test"" → NEGATIVE (0.8375)",NEGATIVE,-1
2021-03-28,Doctors issue warning over rise in French COVID-19 intensive care patients,doctor issue warn rise french covid19 intensive care patients,"Sentence: ""doctor issue warn rise french covid19 intensive care patients"" → NEGATIVE (0.6258)",NEGATIVE,-1
2021-03-28,Soccer: Match official tests COVID-19 positive at CONCACAF Olympic qualifier,soccer match official test covid19 positive concacaf olympic qualifier,"Sentence: ""soccer match official test covid19 positive concacaf olympic qualifier"" → POSITIVE (0.9962)",POSITIVE,1
2021-03-28,India's Maharashtra state reports record spike in COVID-19 cases,india maharashtra state report record spike covid19 case,"Sentence: ""india maharashtra state report record spike covid19 case"" → POSITIVE (0.5594)",POSITIVE,1
2021-03-28,Mexico says COVID-19 deaths likely 60% higher than confirmed toll,mexico say covid19 deaths likely 60 higher confirm toll,"Sentence: ""mexico say covid19 deaths likely 60 higher confirm toll"" → NEGATIVE (0.9938)",NEGATIVE,-1
2021-03-28,Putin felt minor side effects from COVID-19 vaccine: Ifax,putin felt minor side effect covid19 vaccine ifax,"Sentence: ""putin felt minor side effect covid19 vaccine ifax"" → NEGATIVE (0.9987)",NEGATIVE,-1
2021-03-28,UK on track for second vaccine doses despite supply concerns: minister,uk track second vaccine dose despite supply concern minister,"Sentence: ""uk track second vaccine dose despite supply concern minister"" → NEGATIVE (0.9896)",NEGATIVE,-1
2021-03-28,Cycling: BORA-hansgrohe team excluded from Gent-Wevelgem due to COVID-19,cycle borahansgrohe team exclude gentwevelgem due covid19,"Sentence: ""cycle borahansgrohe team exclude gentwevelgem due covid19"" → NEGATIVE (0.9924)",NEGATIVE,-1
2021-03-28,Philippines Catholics brave COVID-19 threat to celebrate Palm Sunday,philippines catholics brave covid19 threat celebrate palm sunday,"Sentence: ""philippines catholics brave covid19 threat celebrate palm sunday"" → POSITIVE (0.9905)",POSITIVE,1
2021-03-28,Venezuelan opposition leader Juan Guaido says he tested positive for COVID-19,venezuelan opposition leader juan guaido say test positive covid19,"Sentence: ""venezuelan opposition leader juan guaido say test positive covid19"" → NEGATIVE (0.9173)",NEGATIVE,-1
2021-03-27,Australia's Queensland state coronavirus cluster grows to three,australia queensland state coronavirus cluster grow three,"Sentence: ""australia queensland state coronavirus cluster grow three"" → NEGATIVE (0.7374)",NEGATIVE,-1
2021-03-27,"French COVID-19 patient numbers rise again, adding to pressure for new lockdown",french covid19 patient number rise add pressure new lockdown,"Sentence: ""french covid19 patient number rise add pressure new lockdown"" → POSITIVE (0.9048)",POSITIVE,1
2021-03-27,Bruins LW Brad Marchand in COVID-19 protocol,bruins lw brad marchand covid19 protocol,"Sentence: ""bruins lw brad marchand covid19 protocol"" → POSITIVE (0.9966)",POSITIVE,1
2021-03-27,UK's Johnson says no reason to change COVID-19 unlocking plans,uk johnson say reason change covid19 unlock plan,"Sentence: ""uk johnson say reason change covid19 unlock plan"" → NEGATIVE (0.8621)",NEGATIVE,-1
2021-03-27,Philippine to reimpose stricter COVID-19 curbs in capital to arrest surge in cases,philippine reimpose stricter covid19 curb capital arrest surge case,"Sentence: ""philippine reimpose stricter covid19 curb capital arrest surge case"" → POSITIVE (0.9434)",POSITIVE,1
2021-03-27,Bhutan begins biggest vaccination drive against COVID-19,bhutan begin biggest vaccination drive covid19,"Sentence: ""bhutan begin biggest vaccination drive covid19"" → NEGATIVE (0.9788)",NEGATIVE,-1
2021-03-27,Exclusive: Facebook freezes Venezuela president Maduro's page over COVID-19 misinformation,exclusive facebook freeze venezuela president maduro page covid19 misinformation,"Sentence: ""exclusive facebook freeze venezuela president maduro page covid19 misinformation"" → NEGATIVE (0.9994)",NEGATIVE,-1
2021-03-26,MMA: UFC261 warn ticket holders of 'death' and 'permanent damage' from COVID-19,mma ufc261 warn ticket holders death permanent damage covid19,"Sentence: ""mma ufc261 warn ticket holders death permanent damage covid19"" → NEGATIVE (0.997)",NEGATIVE,-1
2021-03-26,Czech parliament extends government's extra powers as COVID-19 slowly recedes,czech parliament extend government extra power covid19 slowly recede,"Sentence: ""czech parliament extend government extra power covid19 slowly recede"" → NEGATIVE (0.9944)",NEGATIVE,-1
2021-03-26,U.S. administers nearly 137 million doses of COVID-19 vaccines: CDC,us administer nearly 137 million dose covid19 vaccines cdc,"Sentence: ""us administer nearly 137 million dose covid19 vaccines cdc"" → NEGATIVE (0.9062)",NEGATIVE,-1
2021-03-26,Former CDC chief Redfield says he thinks COVID-19 originated in a Chinese lab,former cdc chief redfield say think covid19 originate chinese lab,"Sentence: ""former cdc chief redfield say think covid19 originate chinese lab"" → NEGATIVE (0.9996)",NEGATIVE,-1
2021-03-26,U.S. to distribute 11 million Johnson & Johnson COVID-19 shots next week - White House,us distribute 11 million johnson johnson covid19 shots next week white house,"Sentence: ""us distribute 11 million johnson johnson covid19 shots next week white house"" → NEGATIVE (0.9939)",NEGATIVE,-1
2021-03-26,GSK and Vir seek emergency use of COVID-19 therapy in United States,gsk vir seek emergency use covid19 therapy unite state,"Sentence: ""gsk vir seek emergency use covid19 therapy unite state"" → NEGATIVE (0.9724)",NEGATIVE,-1
2021-03-26,"COVID-19 prevalence in England no longer falling, UK's ONS says",covid19 prevalence england longer fall uk ons say,"Sentence: ""covid19 prevalence england longer fall uk ons say"" → NEGATIVE (0.9907)",NEGATIVE,-1
2021-03-26,Special Report: How a coronavirus variant tore through an English island and onto the world stage,special report coronavirus variant tear english island onto world stage,"Sentence: ""special report coronavirus variant tear english island onto world stage"" → NEGATIVE (0.7682)",NEGATIVE,-1
2021-03-26,Mourners make Prague's Old Town Square into sombre memorial for coronavirus victims,mourners make prague old town square sombre memorial coronavirus victims,"Sentence: ""mourners make prague old town square sombre memorial coronavirus victims"" → POSITIVE (0.9592)",POSITIVE,1
