Date,Title,Processed Title,Sentence Title,Label Title,Score Title
2021-01-13,Schlumberger Q3 Earnings To Add Even More Fuel To Stock’s 50% Rally,schlumberger q3 earnings to add even more fuel to stocks 50 rally,"Sentence: ""schlumberger q3 earnings to add even more fuel to stocks 50 rally"" → POSITIVE (0.9965)",POSITIVE,0.9964654445648193
2021-01-13,Man wearing 'Camp Auschwitz' sweatshirt among those arrested for role in U.S. Capitol riots,man wearing camp auschwitz sweatshirt among those arrested for role in us capitol riots,"Sentence: ""man wearing camp auschwitz sweatshirt among those arrested for role in us capitol riots"" → NEGATIVE (0.9887)",NEGATIVE,-0.9886617660522461
2021-01-13,"Oil companies, industry group could cut political donations post-riot: API President",oil companies industry group could cut political donations postriot api president,"Sentence: ""oil companies industry group could cut political donations postriot api president"" → NEGATIVE (0.9973)",NEGATIVE,-0.9973063468933105
2021-01-12,Tesla seeks to ease demand concerns over likely 2022 delivery target miss,tesla seeks to ease demand concerns over likely 2022 delivery target miss,"Sentence: ""tesla seeks to ease demand concerns over likely 2022 delivery target miss"" → POSITIVE (0.5105)",POSITIVE,0.5104546546936035
2021-01-12,Equities close lower as rise in yields overshadows earnings,equities close lower as rise in yields overshadows earnings,"Sentence: ""equities close lower as rise in yields overshadows earnings"" → NEGATIVE (0.9767)",NEGATIVE,-0.9766728281974792
2021-01-12,Japan ramps up intervention threats after yen slides past key 150 level,japan ramps up intervention threats after yen slides past key 150 level,"Sentence: ""japan ramps up intervention threats after yen slides past key 150 level"" → NEGATIVE (0.9777)",NEGATIVE,-0.9776975512504578
2021-01-12,2 Oversold Tech Gems With Strong Upside,2 oversold tech gems with strong upside,"Sentence: ""2 oversold tech gems with strong upside"" → NEGATIVE (0.9976)",NEGATIVE,-0.9976219534873962
2021-01-12,Chart Of The Day: AMD's Decline Could Be Far From Over,chart of the day amds decline could be far from over,"Sentence: ""chart of the day amds decline could be far from over"" → NEGATIVE (0.8497)",NEGATIVE,-0.8496667742729187
2021-01-12,Schlumberger Q3 Earnings To Add Even More Fuel To Stock’s 50% Rally,schlumberger q3 earnings to add even more fuel to stocks 50 rally,"Sentence: ""schlumberger q3 earnings to add even more fuel to stocks 50 rally"" → POSITIVE (0.9965)",POSITIVE,0.9964654445648193
2021-01-12,Explainer: Could Trump be prosecuted for inciting the attack on Capitol Hill?,explainer could trump be prosecuted for inciting the attack on capitol hill,"Sentence: ""explainer could trump be prosecuted for inciting the attack on capitol hill"" → NEGATIVE (0.9898)",NEGATIVE,-0.9898092746734619
2021-01-12,U.S. Supreme Court revives bar on abortion pill mail delivery in pandemic,us supreme court revives bar on abortion pill mail delivery in pandemic,"Sentence: ""us supreme court revives bar on abortion pill mail delivery in pandemic"" → NEGATIVE (0.8386)",NEGATIVE,-0.8385604023933411
2021-01-12,Tesla seeks to ease demand concerns over likely 2022 delivery target miss,tesla seeks to ease demand concerns over likely 2022 delivery target miss,"Sentence: ""tesla seeks to ease demand concerns over likely 2022 delivery target miss"" → POSITIVE (0.5105)",POSITIVE,0.5104546546936035
2021-01-12,Equities close lower as rise in yields overshadows earnings,equities close lower as rise in yields overshadows earnings,"Sentence: ""equities close lower as rise in yields overshadows earnings"" → NEGATIVE (0.9767)",NEGATIVE,-0.9766728281974792
2021-01-12,Japan ramps up intervention threats after yen slides past key 150 level,japan ramps up intervention threats after yen slides past key 150 level,"Sentence: ""japan ramps up intervention threats after yen slides past key 150 level"" → NEGATIVE (0.9777)",NEGATIVE,-0.9776975512504578
2021-01-12,2 Oversold Tech Gems With Strong Upside,2 oversold tech gems with strong upside,"Sentence: ""2 oversold tech gems with strong upside"" → NEGATIVE (0.9976)",NEGATIVE,-0.9976219534873962
2021-01-12,Chart Of The Day: AMD's Decline Could Be Far From Over,chart of the day amds decline could be far from over,"Sentence: ""chart of the day amds decline could be far from over"" → NEGATIVE (0.8497)",NEGATIVE,-0.8496667742729187
2021-01-12,Schlumberger Q3 Earnings To Add Even More Fuel To Stock’s 50% Rally,schlumberger q3 earnings to add even more fuel to stocks 50 rally,"Sentence: ""schlumberger q3 earnings to add even more fuel to stocks 50 rally"" → POSITIVE (0.9965)",POSITIVE,0.9964654445648193
2021-01-11,"Trump says impeachment moves causing anger, but ""I want no violence""",trump says impeachment moves causing anger but i want no violence,"Sentence: ""trump says impeachment moves causing anger but i want no violence"" → NEGATIVE (0.7971)",NEGATIVE,-0.7971327304840088
2021-01-11,"Sheldon Adelson, casino mogul who made big bets on Trump and Netanyahu, dies at 87",sheldon adelson casino mogul who made big bets on trump and netanyahu dies at 87,"Sentence: ""sheldon adelson casino mogul who made big bets on trump and netanyahu dies at 87"" → NEGATIVE (0.9844)",NEGATIVE,-0.9843648672103882
2021-01-11,Tesla seeks to ease demand concerns over likely 2022 delivery target miss,tesla seeks to ease demand concerns over likely 2022 delivery target miss,"Sentence: ""tesla seeks to ease demand concerns over likely 2022 delivery target miss"" → POSITIVE (0.5105)",POSITIVE,0.5104546546936035
2021-01-11,Equities close lower as rise in yields overshadows earnings,equities close lower as rise in yields overshadows earnings,"Sentence: ""equities close lower as rise in yields overshadows earnings"" → NEGATIVE (0.9767)",NEGATIVE,-0.9766728281974792
2021-01-11,Japan ramps up intervention threats after yen slides past key 150 level,japan ramps up intervention threats after yen slides past key 150 level,"Sentence: ""japan ramps up intervention threats after yen slides past key 150 level"" → NEGATIVE (0.9777)",NEGATIVE,-0.9776975512504578
2021-01-11,2 Oversold Tech Gems With Strong Upside,2 oversold tech gems with strong upside,"Sentence: ""2 oversold tech gems with strong upside"" → NEGATIVE (0.9976)",NEGATIVE,-0.9976219534873962
2021-01-11,Chart Of The Day: AMD's Decline Could Be Far From Over,chart of the day amds decline could be far from over,"Sentence: ""chart of the day amds decline could be far from over"" → NEGATIVE (0.8497)",NEGATIVE,-0.8496667742729187
2021-01-11,Schlumberger Q3 Earnings To Add Even More Fuel To Stock’s 50% Rally,schlumberger q3 earnings to add even more fuel to stocks 50 rally,"Sentence: ""schlumberger q3 earnings to add even more fuel to stocks 50 rally"" → POSITIVE (0.9965)",POSITIVE,0.9964654445648193
2021-01-11,U.S. Supreme Court shuns election-related disputes,us supreme court shuns electionrelated disputes,"Sentence: ""us supreme court shuns electionrelated disputes"" → NEGATIVE (0.7727)",NEGATIVE,-0.7727101445198059
2021-01-11,Google pauses federal campaign contributions after U.S. Capitol siege,google pauses federal campaign contributions after us capitol siege,"Sentence: ""google pauses federal campaign contributions after us capitol siege"" → NEGATIVE (0.9997)",NEGATIVE,-0.9997430443763733
2021-01-10,Tesla seeks to ease demand concerns over likely 2022 delivery target miss,tesla seeks to ease demand concerns over likely 2022 delivery target miss,"Sentence: ""tesla seeks to ease demand concerns over likely 2022 delivery target miss"" → POSITIVE (0.5105)",POSITIVE,0.5104546546936035
2021-01-10,Equities close lower as rise in yields overshadows earnings,equities close lower as rise in yields overshadows earnings,"Sentence: ""equities close lower as rise in yields overshadows earnings"" → NEGATIVE (0.9767)",NEGATIVE,-0.9766728281974792
2021-01-10,Japan ramps up intervention threats after yen slides past key 150 level,japan ramps up intervention threats after yen slides past key 150 level,"Sentence: ""japan ramps up intervention threats after yen slides past key 150 level"" → NEGATIVE (0.9777)",NEGATIVE,-0.9776975512504578
2021-01-10,2 Oversold Tech Gems With Strong Upside,2 oversold tech gems with strong upside,"Sentence: ""2 oversold tech gems with strong upside"" → NEGATIVE (0.9976)",NEGATIVE,-0.9976219534873962
2021-01-10,Chart Of The Day: AMD's Decline Could Be Far From Over,chart of the day amds decline could be far from over,"Sentence: ""chart of the day amds decline could be far from over"" → NEGATIVE (0.8497)",NEGATIVE,-0.8496667742729187
2021-01-09,Schlumberger Q3 Earnings To Add Even More Fuel To Stock’s 50% Rally,schlumberger q3 earnings to add even more fuel to stocks 50 rally,"Sentence: ""schlumberger q3 earnings to add even more fuel to stocks 50 rally"" → POSITIVE (0.9965)",POSITIVE,0.9964654445648193
2021-01-09,"Threat from violent extremist groups remains high, says U.S. Senator Schumer",threat from violent extremist groups remains high says us senator schumer,"Sentence: ""threat from violent extremist groups remains high says us senator schumer"" → NEGATIVE (0.6785)",NEGATIVE,-0.6785317659378052
2021-01-09,"More Capitol rioters in viral posts arrested, senator urges social media providers to keep data",more capitol rioters in viral posts arrested senator urges social media providers to keep data,"Sentence: ""more capitol rioters in viral posts arrested senator urges social media providers to keep data"" → NEGATIVE (0.9973)",NEGATIVE,-0.9972618818283081
2021-01-08,Tesla seeks to ease demand concerns over likely 2022 delivery target miss,tesla seeks to ease demand concerns over likely 2022 delivery target miss,"Sentence: ""tesla seeks to ease demand concerns over likely 2022 delivery target miss"" → POSITIVE (0.5105)",POSITIVE,0.5104546546936035
2021-01-08,Equities close lower as rise in yields overshadows earnings,equities close lower as rise in yields overshadows earnings,"Sentence: ""equities close lower as rise in yields overshadows earnings"" → NEGATIVE (0.9767)",NEGATIVE,-0.9766728281974792
2021-01-08,Japan ramps up intervention threats after yen slides past key 150 level,japan ramps up intervention threats after yen slides past key 150 level,"Sentence: ""japan ramps up intervention threats after yen slides past key 150 level"" → NEGATIVE (0.9777)",NEGATIVE,-0.9776975512504578
2021-01-08,2 Oversold Tech Gems With Strong Upside,2 oversold tech gems with strong upside,"Sentence: ""2 oversold tech gems with strong upside"" → NEGATIVE (0.9976)",NEGATIVE,-0.9976219534873962
2021-01-08,Chart Of The Day: AMD's Decline Could Be Far From Over,chart of the day amds decline could be far from over,"Sentence: ""chart of the day amds decline could be far from over"" → NEGATIVE (0.8497)",NEGATIVE,-0.8496667742729187
2021-01-08,Schlumberger Q3 Earnings To Add Even More Fuel To Stock’s 50% Rally,schlumberger q3 earnings to add even more fuel to stocks 50 rally,"Sentence: ""schlumberger q3 earnings to add even more fuel to stocks 50 rally"" → POSITIVE (0.9965)",POSITIVE,0.9964654445648193
2021-01-08,Trump says he will look at creating his own platform after Twitter ban,trump says he will look at creating his own platform after twitter ban,"Sentence: ""trump says he will look at creating his own platform after twitter ban"" → NEGATIVE (0.9989)",NEGATIVE,-0.9989245533943176
2021-01-08,Twitter boots prominent Trump allies in QAnon crackdown,twitter boots prominent trump allies in qanon crackdown,"Sentence: ""twitter boots prominent trump allies in qanon crackdown"" → NEGATIVE (0.9174)",NEGATIVE,-0.917370080947876
2021-01-08,Tesla seeks to ease demand concerns over likely 2022 delivery target miss,tesla seeks to ease demand concerns over likely 2022 delivery target miss,"Sentence: ""tesla seeks to ease demand concerns over likely 2022 delivery target miss"" → POSITIVE (0.5105)",POSITIVE,0.5104546546936035
2021-01-07,Equities close lower as rise in yields overshadows earnings,equities close lower as rise in yields overshadows earnings,"Sentence: ""equities close lower as rise in yields overshadows earnings"" → NEGATIVE (0.9767)",NEGATIVE,-0.9766728281974792
2021-01-07,Japan ramps up intervention threats after yen slides past key 150 level,japan ramps up intervention threats after yen slides past key 150 level,"Sentence: ""japan ramps up intervention threats after yen slides past key 150 level"" → NEGATIVE (0.9777)",NEGATIVE,-0.9776975512504578
2021-01-07,2 Oversold Tech Gems With Strong Upside,2 oversold tech gems with strong upside,"Sentence: ""2 oversold tech gems with strong upside"" → NEGATIVE (0.9976)",NEGATIVE,-0.9976219534873962
2021-01-07,Chart Of The Day: AMD's Decline Could Be Far From Over,chart of the day amds decline could be far from over,"Sentence: ""chart of the day amds decline could be far from over"" → NEGATIVE (0.8497)",NEGATIVE,-0.8496667742729187
2021-01-07,Schlumberger Q3 Earnings To Add Even More Fuel To Stock’s 50% Rally,schlumberger q3 earnings to add even more fuel to stocks 50 rally,"Sentence: ""schlumberger q3 earnings to add even more fuel to stocks 50 rally"" → POSITIVE (0.9965)",POSITIVE,0.9964654445648193
2021-01-07,"Trump's political future in peril after Capitol attack, advisers say",trumps political future in peril after capitol attack advisers say,"Sentence: ""trumps political future in peril after capitol attack advisers say"" → NEGATIVE (0.9836)",NEGATIVE,-0.9835683703422546
2021-01-07,"'Failure at the top:' After U.S. Capitol stormed, security chiefs out",failure at the top after us capitol stormed security chiefs out,"Sentence: ""failure at the top after us capitol stormed security chiefs out"" → NEGATIVE (0.9993)",NEGATIVE,-0.9992600083351135
2021-01-07,Tesla seeks to ease demand concerns over likely 2022 delivery target miss,tesla seeks to ease demand concerns over likely 2022 delivery target miss,"Sentence: ""tesla seeks to ease demand concerns over likely 2022 delivery target miss"" → POSITIVE (0.5105)",POSITIVE,0.5104546546936035
2021-01-07,Equities close lower as rise in yields overshadows earnings,equities close lower as rise in yields overshadows earnings,"Sentence: ""equities close lower as rise in yields overshadows earnings"" → NEGATIVE (0.9767)",NEGATIVE,-0.9766728281974792
2021-01-07,Japan ramps up intervention threats after yen slides past key 150 level,japan ramps up intervention threats after yen slides past key 150 level,"Sentence: ""japan ramps up intervention threats after yen slides past key 150 level"" → NEGATIVE (0.9777)",NEGATIVE,-0.9776975512504578
2021-01-07,2 Oversold Tech Gems With Strong Upside,2 oversold tech gems with strong upside,"Sentence: ""2 oversold tech gems with strong upside"" → NEGATIVE (0.9976)",NEGATIVE,-0.9976219534873962
2021-01-07,Chart Of The Day: AMD's Decline Could Be Far From Over,chart of the day amds decline could be far from over,"Sentence: ""chart of the day amds decline could be far from over"" → NEGATIVE (0.8497)",NEGATIVE,-0.8496667742729187
2021-01-07,Schlumberger Q3 Earnings To Add Even More Fuel To Stock’s 50% Rally,schlumberger q3 earnings to add even more fuel to stocks 50 rally,"Sentence: ""schlumberger q3 earnings to add even more fuel to stocks 50 rally"" → POSITIVE (0.9965)",POSITIVE,0.9964654445648193
2021-01-07,FBI seeks public's help in identifying Trump supporters who stormed U.S. Capitol,fbi seeks publics help in identifying trump supporters who stormed us capitol,"Sentence: ""fbi seeks publics help in identifying trump supporters who stormed us capitol"" → NEGATIVE (0.6409)",NEGATIVE,-0.6408612728118896
2021-01-07,Trump Faces Mounting Pressure and Calls for Resignation or Removal,trump faces mounting pressure and calls for resignation or removal,"Sentence: ""trump faces mounting pressure and calls for resignation or removal"" → NEGATIVE (0.9967)",NEGATIVE,-0.9967051148414612
2021-01-06,Tesla seeks to ease demand concerns over likely 2022 delivery target miss,tesla seeks to ease demand concerns over likely 2022 delivery target miss,"Sentence: ""tesla seeks to ease demand concerns over likely 2022 delivery target miss"" → POSITIVE (0.5105)",POSITIVE,0.5104546546936035
2021-01-06,Equities close lower as rise in yields overshadows earnings,equities close lower as rise in yields overshadows earnings,"Sentence: ""equities close lower as rise in yields overshadows earnings"" → NEGATIVE (0.9767)",NEGATIVE,-0.9766728281974792
2021-01-06,Japan ramps up intervention threats after yen slides past key 150 level,japan ramps up intervention threats after yen slides past key 150 level,"Sentence: ""japan ramps up intervention threats after yen slides past key 150 level"" → NEGATIVE (0.9777)",NEGATIVE,-0.9776975512504578
2021-01-06,2 Oversold Tech Gems With Strong Upside,2 oversold tech gems with strong upside,"Sentence: ""2 oversold tech gems with strong upside"" → NEGATIVE (0.9976)",NEGATIVE,-0.9976219534873962
2021-01-06,Chart Of The Day: AMD's Decline Could Be Far From Over,chart of the day amds decline could be far from over,"Sentence: ""chart of the day amds decline could be far from over"" → NEGATIVE (0.8497)",NEGATIVE,-0.8496667742729187
2021-01-06,Schlumberger Q3 Earnings To Add Even More Fuel To Stock’s 50% Rally,schlumberger q3 earnings to add even more fuel to stocks 50 rally,"Sentence: ""schlumberger q3 earnings to add even more fuel to stocks 50 rally"" → POSITIVE (0.9965)",POSITIVE,0.9964654445648193
2021-01-06,Explainer: Can Trump be removed from office before his term ends on Jan. 20?,explainer can trump be removed from office before his term ends on jan 20,"Sentence: ""explainer can trump be removed from office before his term ends on jan 20"" → NEGATIVE (0.935)",NEGATIVE,-0.9349966645240784
2021-01-06,Corporate group urges officials consider Trump's removal 'to preserve democracy',corporate group urges officials consider trumps removal to preserve democracy,"Sentence: ""corporate group urges officials consider trumps removal to preserve democracy"" → NEGATIVE (0.9525)",NEGATIVE,-0.9524692296981812
2021-01-06,Tesla seeks to ease demand concerns over likely 2022 delivery target miss,tesla seeks to ease demand concerns over likely 2022 delivery target miss,"Sentence: ""tesla seeks to ease demand concerns over likely 2022 delivery target miss"" → POSITIVE (0.5105)",POSITIVE,0.5104546546936035
2021-01-06,Equities close lower as rise in yields overshadows earnings,equities close lower as rise in yields overshadows earnings,"Sentence: ""equities close lower as rise in yields overshadows earnings"" → NEGATIVE (0.9767)",NEGATIVE,-0.9766728281974792
2021-01-06,Japan ramps up intervention threats after yen slides past key 150 level,japan ramps up intervention threats after yen slides past key 150 level,"Sentence: ""japan ramps up intervention threats after yen slides past key 150 level"" → NEGATIVE (0.9777)",NEGATIVE,-0.9776975512504578
2021-01-06,2 Oversold Tech Gems With Strong Upside,2 oversold tech gems with strong upside,"Sentence: ""2 oversold tech gems with strong upside"" → NEGATIVE (0.9976)",NEGATIVE,-0.9976219534873962
2021-01-06,Chart Of The Day: AMD's Decline Could Be Far From Over,chart of the day amds decline could be far from over,"Sentence: ""chart of the day amds decline could be far from over"" → NEGATIVE (0.8497)",NEGATIVE,-0.8496667742729187
2021-01-06,Schlumberger Q3 Earnings To Add Even More Fuel To Stock’s 50% Rally,schlumberger q3 earnings to add even more fuel to stocks 50 rally,"Sentence: ""schlumberger q3 earnings to add even more fuel to stocks 50 rally"" → POSITIVE (0.9965)",POSITIVE,0.9964654445648193
2021-01-06,U.S. Congress begins consideration of Biden's Electoral College win,us congress begins consideration of bidens electoral college win,"Sentence: ""us congress begins consideration of bidens electoral college win"" → POSITIVE (0.7372)",POSITIVE,0.7371565103530884
2021-01-06,Defiant Trump cheers as allies in Congress plan challenge to his election,defiant trump cheers as allies in congress plan challenge to his election,"Sentence: ""defiant trump cheers as allies in congress plan challenge to his election"" → POSITIVE (0.969)",POSITIVE,0.969001829624176
2021-01-05,Tesla seeks to ease demand concerns over likely 2022 delivery target miss,tesla seeks to ease demand concerns over likely 2022 delivery target miss,"Sentence: ""tesla seeks to ease demand concerns over likely 2022 delivery target miss"" → POSITIVE (0.5105)",POSITIVE,0.5104546546936035
2021-01-05,Equities close lower as rise in yields overshadows earnings,equities close lower as rise in yields overshadows earnings,"Sentence: ""equities close lower as rise in yields overshadows earnings"" → NEGATIVE (0.9767)",NEGATIVE,-0.9766728281974792
2021-01-05,Japan ramps up intervention threats after yen slides past key 150 level,japan ramps up intervention threats after yen slides past key 150 level,"Sentence: ""japan ramps up intervention threats after yen slides past key 150 level"" → NEGATIVE (0.9777)",NEGATIVE,-0.9776975512504578
2021-01-05,2 Oversold Tech Gems With Strong Upside,2 oversold tech gems with strong upside,"Sentence: ""2 oversold tech gems with strong upside"" → NEGATIVE (0.9976)",NEGATIVE,-0.9976219534873962
2021-01-05,Chart Of The Day: AMD's Decline Could Be Far From Over,chart of the day amds decline could be far from over,"Sentence: ""chart of the day amds decline could be far from over"" → NEGATIVE (0.8497)",NEGATIVE,-0.8496667742729187
2021-01-04,Schlumberger Q3 Earnings To Add Even More Fuel To Stock’s 50% Rally,schlumberger q3 earnings to add even more fuel to stocks 50 rally,"Sentence: ""schlumberger q3 earnings to add even more fuel to stocks 50 rally"" → POSITIVE (0.9965)",POSITIVE,0.9964654445648193
2021-01-04,Trump blasts niece's 'conspiracy theories' as he seeks fraud lawsuit's dismissal,trump blasts nieces conspiracy theories as he seeks fraud lawsuits dismissal,"Sentence: ""trump blasts nieces conspiracy theories as he seeks fraud lawsuits dismissal"" → NEGATIVE (0.9954)",NEGATIVE,-0.9954379200935364
2021-01-04,Georgia election officials slap down Trump tweet about voting machines,georgia election officials slap down trump tweet about voting machines,"Sentence: ""georgia election officials slap down trump tweet about voting machines"" → NEGATIVE (0.9987)",NEGATIVE,-0.9987397789955139
2021-01-03,Tesla seeks to ease demand concerns over likely 2022 delivery target miss,tesla seeks to ease demand concerns over likely 2022 delivery target miss,"Sentence: ""tesla seeks to ease demand concerns over likely 2022 delivery target miss"" → POSITIVE (0.5105)",POSITIVE,0.5104546546936035
2021-01-03,Equities close lower as rise in yields overshadows earnings,equities close lower as rise in yields overshadows earnings,"Sentence: ""equities close lower as rise in yields overshadows earnings"" → NEGATIVE (0.9767)",NEGATIVE,-0.9766728281974792
2021-01-03,Japan ramps up intervention threats after yen slides past key 150 level,japan ramps up intervention threats after yen slides past key 150 level,"Sentence: ""japan ramps up intervention threats after yen slides past key 150 level"" → NEGATIVE (0.9777)",NEGATIVE,-0.9776975512504578
2021-01-02,2 Oversold Tech Gems With Strong Upside,2 oversold tech gems with strong upside,"Sentence: ""2 oversold tech gems with strong upside"" → NEGATIVE (0.9976)",NEGATIVE,-0.9976219534873962
2021-01-02,Chart Of The Day: AMD's Decline Could Be Far From Over,chart of the day amds decline could be far from over,"Sentence: ""chart of the day amds decline could be far from over"" → NEGATIVE (0.8497)",NEGATIVE,-0.8496667742729187
2021-01-01,Schlumberger Q3 Earnings To Add Even More Fuel To Stock’s 50% Rally,schlumberger q3 earnings to add even more fuel to stocks 50 rally,"Sentence: ""schlumberger q3 earnings to add even more fuel to stocks 50 rally"" → POSITIVE (0.9965)",POSITIVE,0.9964654445648193
2021-01-01,"In recorded call, Trump pressures Georgia official to 'find' votes to overturn election",in recorded call trump pressures georgia official to find votes to overturn election,"Sentence: ""in recorded call trump pressures georgia official to find votes to overturn election"" → NEGATIVE (0.9302)",NEGATIVE,-0.9302047491073608
2021-01-01,Four Republican senators urge congressional certification of presidential election results,four republican senators urge congressional certification of presidential election results,"Sentence: ""four republican senators urge congressional certification of presidential election results"" → POSITIVE (0.721)",POSITIVE,0.720992386341095
2020-12-30,Tesla seeks to ease demand concerns over likely 2022 delivery target miss,tesla seeks to ease demand concerns over likely 2022 delivery target miss,"Sentence: ""tesla seeks to ease demand concerns over likely 2022 delivery target miss"" → POSITIVE (0.5105)",POSITIVE,0.5104546546936035
2020-12-30,Equities close lower as rise in yields overshadows earnings,equities close lower as rise in yields overshadows earnings,"Sentence: ""equities close lower as rise in yields overshadows earnings"" → NEGATIVE (0.9767)",NEGATIVE,-0.9766728281974792
2020-12-30,Japan ramps up intervention threats after yen slides past key 150 level,japan ramps up intervention threats after yen slides past key 150 level,"Sentence: ""japan ramps up intervention threats after yen slides past key 150 level"" → NEGATIVE (0.9777)",NEGATIVE,-0.9776975512504578
2020-12-30,2 Oversold Tech Gems With Strong Upside,2 oversold tech gems with strong upside,"Sentence: ""2 oversold tech gems with strong upside"" → NEGATIVE (0.9976)",NEGATIVE,-0.9976219534873962
2020-12-30,Chart Of The Day: AMD's Decline Could Be Far From Over,chart of the day amds decline could be far from over,"Sentence: ""chart of the day amds decline could be far from over"" → NEGATIVE (0.8497)",NEGATIVE,-0.8496667742729187
2020-12-29,Schlumberger Q3 Earnings To Add Even More Fuel To Stock’s 50% Rally,schlumberger q3 earnings to add even more fuel to stocks 50 rally,"Sentence: ""schlumberger q3 earnings to add even more fuel to stocks 50 rally"" → POSITIVE (0.9965)",POSITIVE,0.9964654445648193
2020-12-29,Biden to act quickly to roll back harmful 'midnight regulations' -transition,biden to act quickly to roll back harmful midnight regulations transition,"Sentence: ""biden to act quickly to roll back harmful midnight regulations transition"" → POSITIVE (0.7091)",POSITIVE,0.7090910077095032
2020-12-29,Republican senator says he will challenge Biden victory in Congress,republican senator says he will challenge biden victory in congress,"Sentence: ""republican senator says he will challenge biden victory in congress"" → NEGATIVE (0.7704)",NEGATIVE,-0.7703893780708313
2020-12-27,Tesla seeks to ease demand concerns over likely 2022 delivery target miss,tesla seeks to ease demand concerns over likely 2022 delivery target miss,"Sentence: ""tesla seeks to ease demand concerns over likely 2022 delivery target miss"" → POSITIVE (0.5105)",POSITIVE,0.5104546546936035
2020-12-27,Equities close lower as rise in yields overshadows earnings,equities close lower as rise in yields overshadows earnings,"Sentence: ""equities close lower as rise in yields overshadows earnings"" → NEGATIVE (0.9767)",NEGATIVE,-0.9766728281974792
2020-12-26,Japan ramps up intervention threats after yen slides past key 150 level,japan ramps up intervention threats after yen slides past key 150 level,"Sentence: ""japan ramps up intervention threats after yen slides past key 150 level"" → NEGATIVE (0.9777)",NEGATIVE,-0.9776975512504578
2020-12-25,2 Oversold Tech Gems With Strong Upside,2 oversold tech gems with strong upside,"Sentence: ""2 oversold tech gems with strong upside"" → NEGATIVE (0.9976)",NEGATIVE,-0.9976219534873962
2020-12-24,Chart Of The Day: AMD's Decline Could Be Far From Over,chart of the day amds decline could be far from over,"Sentence: ""chart of the day amds decline could be far from over"" → NEGATIVE (0.8497)",NEGATIVE,-0.8496667742729187
2020-12-24,Schlumberger Q3 Earnings To Add Even More Fuel To Stock’s 50% Rally,schlumberger q3 earnings to add even more fuel to stocks 50 rally,"Sentence: ""schlumberger q3 earnings to add even more fuel to stocks 50 rally"" → POSITIVE (0.9965)",POSITIVE,0.9964654445648193
2020-12-24,Factbox-What happens if the U.S. government runs out of money on Monday?,factboxwhat happens if the us government runs out of money on monday,"Sentence: ""factboxwhat happens if the us government runs out of money on monday"" → NEGATIVE (0.9993)",NEGATIVE,-0.9993382096290588
2020-12-24,U.S. jobless benefit cut-off pushes millions to financial cliff-edge,us jobless benefit cutoff pushes millions to financial cliffedge,"Sentence: ""us jobless benefit cutoff pushes millions to financial cliffedge"" → NEGATIVE (0.9901)",NEGATIVE,-0.9901201725006104
2020-12-23,Tesla seeks to ease demand concerns over likely 2022 delivery target miss,tesla seeks to ease demand concerns over likely 2022 delivery target miss,"Sentence: ""tesla seeks to ease demand concerns over likely 2022 delivery target miss"" → POSITIVE (0.5105)",POSITIVE,0.5104546546936035
2020-12-23,Equities close lower as rise in yields overshadows earnings,equities close lower as rise in yields overshadows earnings,"Sentence: ""equities close lower as rise in yields overshadows earnings"" → NEGATIVE (0.9767)",NEGATIVE,-0.9766728281974792
2020-12-22,Japan ramps up intervention threats after yen slides past key 150 level,japan ramps up intervention threats after yen slides past key 150 level,"Sentence: ""japan ramps up intervention threats after yen slides past key 150 level"" → NEGATIVE (0.9777)",NEGATIVE,-0.9776975512504578
2020-12-22,2 Oversold Tech Gems With Strong Upside,2 oversold tech gems with strong upside,"Sentence: ""2 oversold tech gems with strong upside"" → NEGATIVE (0.9976)",NEGATIVE,-0.9976219534873962
2020-12-22,Chart Of The Day: AMD's Decline Could Be Far From Over,chart of the day amds decline could be far from over,"Sentence: ""chart of the day amds decline could be far from over"" → NEGATIVE (0.8497)",NEGATIVE,-0.8496667742729187
2020-12-22,Schlumberger Q3 Earnings To Add Even More Fuel To Stock’s 50% Rally,schlumberger q3 earnings to add even more fuel to stocks 50 rally,"Sentence: ""schlumberger q3 earnings to add even more fuel to stocks 50 rally"" → POSITIVE (0.9965)",POSITIVE,0.9964654445648193
2020-12-22,"U.S. immigration arrests down 27% in 2020, a trend activists hope Biden will continue",us immigration arrests down 27 in 2020 a trend activists hope biden will continue,"Sentence: ""us immigration arrests down 27 in 2020 a trend activists hope biden will continue"" → POSITIVE (0.5195)",POSITIVE,0.5194684267044067
2020-12-22,"With U.S. Senate at stake, Black voters loom large for Democratic candidates in Georgia",with us senate at stake black voters loom large for democratic candidates in georgia,"Sentence: ""with us senate at stake black voters loom large for democratic candidates in georgia"" → NEGATIVE (0.7231)",NEGATIVE,-0.7230757474899292
2020-12-21,Tesla seeks to ease demand concerns over likely 2022 delivery target miss,tesla seeks to ease demand concerns over likely 2022 delivery target miss,"Sentence: ""tesla seeks to ease demand concerns over likely 2022 delivery target miss"" → POSITIVE (0.5105)",POSITIVE,0.5104546546936035
2020-12-21,Equities close lower as rise in yields overshadows earnings,equities close lower as rise in yields overshadows earnings,"Sentence: ""equities close lower as rise in yields overshadows earnings"" → NEGATIVE (0.9767)",NEGATIVE,-0.9766728281974792
